"lon","lat","country","continent","piece"
31.305,53.074,"Belarus","Europe","p018"
31.786,52.102,"Belarus","Europe","p018"
30.928,52.042,"Belarus","Europe","p018"
30.555,51.32,"Belarus","Europe","p018"
25.328,51.911,"Belarus","Europe","p018"
23.527,51.578,"Belarus","Europe","p018"
23.484,53.912,"Belarus","Europe","p018"
25.536,54.282,"Belarus","Europe","p018"
26.494,55.615,"Belarus","Europe","p018"
28.177,56.169,"Belarus","Europe","p018"
6.157,50.804,"Belgium","Europe","p019"
5.674,49.529,"Belgium","Europe","p019"
2.514,51.149,"Belgium","Europe","p019"
4.974,51.475,"Belgium","Europe","p019"
6.157,50.804,"Belgium","Europe","p019"
-89.143,17.808,"Belize","North America","p020"
-88.107,18.349,"Belize","North America","p020"
-88.931,15.887,"Belize","North America","p020"
-89.143,17.808,"Belize","North America","p020"
2.692,6.259,"Benin","Africa","p021"
1.865,6.142,"Benin","Africa","p021"
1.664,9.129,"Benin","Africa","p021"
0.772,10.471,"Benin","Africa","p021"
1.447,11.548,"Benin","Africa","p021"
2.849,12.236,"Benin","Africa","p021"
3.797,10.735,"Benin","Africa","p021"
2.724,8.507,"Benin","Africa","p021"
2.692,6.259,"Benin","Africa","p021"
91.697,27.772,"Bhutan","Asia","p022"
92.033,26.838,"Bhutan","Asia","p022"
88.836,27.099,"Bhutan","Asia","p022"
90.016,28.296,"Bhutan","Asia","p022"
91.697,27.772,"Bhutan","Asia","p022"
-69.53,-10.952,"Bolivia","South America","p023"
-68.271,-11.015,"Bolivia","South America","p023"
-66.647,-9.931,"Bolivia","South America","p023"
-65.338,-9.762,"Bolivia","South America","p023"
-65.402,-11.566,"Bolivia","South America","p023"
-64.316,-12.462,"Bolivia","South America","p023"
-60.503,-13.776,"Bolivia","South America","p023"
-60.158,-16.258,"Bolivia","South America","p023"
-58.241,-16.3,"Bolivia","South America","p023"
-58.281,-17.272,"Bolivia","South America","p023"
-57.498,-18.174,"Bolivia","South America","p023"
-57.854,-19.97,"Bolivia","South America","p023"
-59.115,-19.357,"Bolivia","South America","p023"
-61.786,-19.634,"Bolivia","South America","p023"
-62.685,-22.249,"Bolivia","South America","p023"
-63.987,-21.994,"Bolivia","South America","p023"
-64.377,-22.798,"Bolivia","South America","p023"
-64.965,-22.076,"Bolivia","South America","p023"
-66.273,-21.832,"Bolivia","South America","p023"
-67.828,-22.873,"Bolivia","South America","p023"
-68.757,-20.373,"Bolivia","South America","p023"
-68.442,-19.405,"Bolivia","South America","p023"
-69.59,-17.58,"Bolivia","South America","p023"
-68.96,-16.501,"Bolivia","South America","p023"
-69.34,-14.953,"Bolivia","South America","p023"
-68.665,-12.561,"Bolivia","South America","p023"
-69.53,-10.952,"Bolivia","South America","p023"
18.56,42.65,"Bosnia and Herz.","Europe","p024"
16.456,44.041,"Bosnia and Herz.","Europe","p024"
15.75,44.819,"Bosnia and Herz.","Europe","p024"
15.959,45.234,"Bosnia and Herz.","Europe","p024"
19.368,44.863,"Bosnia and Herz.","Europe","p024"
19.454,43.568,"Bosnia and Herz.","Europe","p024"
18.56,42.65,"Bosnia and Herz.","Europe","p024"
29.432,-22.091,"Botswana","Africa","p025"
27.119,-23.574,"Botswana","Africa","p025"
25.665,-25.487,"Botswana","Africa","p025"
23.312,-25.269,"Botswana","Africa","p025"
21.606,-26.727,"Botswana","Africa","p025"
20.89,-26.829,"Botswana","Africa","p025"
19.896,-24.768,"Botswana","Africa","p025"
19.895,-21.849,"Botswana","Africa","p025"
20.881,-21.814,"Botswana","Africa","p025"
20.911,-18.252,"Botswana","Africa","p025"
25.264,-17.737,"Botswana","Africa","p025"
28.021,-21.486,"Botswana","Africa","p025"
29.432,-22.091,"Botswana","Africa","p025"
-53.374,-33.768,"Brazil","South America","p026"
-53.651,-33.202,"Brazil","South America","p026"
-53.21,-32.728,"Brazil","South America","p026"
-53.788,-32.047,"Brazil","South America","p026"
-56.976,-30.11,"Brazil","South America","p026"
-57.625,-30.216,"Brazil","South America","p026"
-53.649,-26.923,"Brazil","South America","p026"
-53.628,-26.125,"Brazil","South America","p026"
-54.13,-25.548,"Brazil","South America","p026"
-54.625,-25.739,"Brazil","South America","p026"
-54.293,-24.021,"Brazil","South America","p026"
-55.401,-23.957,"Brazil","South America","p026"
-55.798,-22.357,"Brazil","South America","p026"
-57.937,-22.09,"Brazil","South America","p026"
-58.166,-20.177,"Brazil","South America","p026"
-57.498,-18.174,"Brazil","South America","p026"
-58.281,-17.272,"Brazil","South America","p026"
-58.241,-16.3,"Brazil","South America","p026"
-60.158,-16.258,"Brazil","South America","p026"
-60.503,-13.776,"Brazil","South America","p026"
-64.316,-12.462,"Brazil","South America","p026"
-65.402,-11.566,"Brazil","South America","p026"
-65.338,-9.762,"Brazil","South America","p026"
-66.647,-9.931,"Brazil","South America","p026"
-68.271,-11.015,"Brazil","South America","p026"
-70.549,-11.009,"Brazil","South America","p026"
-70.482,-9.49,"Brazil","South America","p026"
-72.185,-10.054,"Brazil","South America","p026"
-73.227,-9.462,"Brazil","South America","p026"
-73.015,-9.033,"Brazil","South America","p026"
-73.987,-7.524,"Brazil","South America","p026"
-73.12,-6.63,"Brazil","South America","p026"
-72.892,-5.275,"Brazil","South America","p026"
-69.894,-4.298,"Brazil","South America","p026"
-69.42,-1.123,"Brazil","South America","p026"
-70.016,0.541,"Brazil","South America","p026"
-69.219,0.986,"Brazil","South America","p026"
-69.805,1.089,"Brazil","South America","p026"
-69.817,1.715,"Brazil","South America","p026"
-67.538,2.037,"Brazil","South America","p026"
-67.065,1.13,"Brazil","South America","p026"
-65.548,0.789,"Brazil","South America","p026"
-63.369,2.201,"Brazil","South America","p026"
-64.27,2.497,"Brazil","South America","p026"
-64.816,4.056,"Brazil","South America","p026"
-63.093,3.771,"Brazil","South America","p026"
-60.967,4.536,"Brazil","South America","p026"
-60.734,5.2,"Brazil","South America","p026"
-59.981,5.014,"Brazil","South America","p026"
-59.538,3.959,"Brazil","South America","p026"
-59.975,2.755,"Brazil","South America","p026"
-59.031,1.318,"Brazil","South America","p026"
-55.996,1.818,"Brazil","South America","p026"
-55.973,2.51,"Brazil","South America","p026"
-52.94,2.125,"Brazil","South America","p026"
-51.317,4.203,"Brazil","South America","p026"
-50.509,1.902,"Brazil","South America","p026"
-49.974,1.736,"Brazil","South America","p026"
-50.699,0.223,"Brazil","South America","p026"
-50.388,-0.078,"Brazil","South America","p026"
-48.621,-0.235,"Brazil","South America","p026"
-48.584,-1.238,"Brazil","South America","p026"
-47.825,-0.582,"Brazil","South America","p026"
-44.906,-1.552,"Brazil","South America","p026"
-44.582,-2.691,"Brazil","South America","p026"
-43.419,-2.383,"Brazil","South America","p026"
-39.979,-2.873,"Brazil","South America","p026"
-37.223,-4.821,"Brazil","South America","p026"
-35.598,-5.15,"Brazil","South America","p026"
-34.73,-7.343,"Brazil","South America","p026"
-35.128,-8.996,"Brazil","South America","p026"
-38.674,-13.058,"Brazil","South America","p026"
-39.267,-17.868,"Brazil","South America","p026"
-40.945,-21.937,"Brazil","South America","p026"
-41.988,-22.97,"Brazil","South America","p026"
-44.648,-23.352,"Brazil","South America","p026"
-47.649,-24.885,"Brazil","South America","p026"
-48.495,-25.877,"Brazil","South America","p026"
-48.888,-28.674,"Brazil","South America","p026"
-53.374,-33.768,"Brazil","South America","p026"
115.451,5.448,"Brunei","Asia","p027"
115.347,4.317,"Brunei","Asia","p027"
114.66,4.008,"Brunei","Asia","p027"
114.204,4.526,"Brunei","Asia","p027"
115.451,5.448,"Brunei","Asia","p027"
22.657,44.235,"Bulgaria","Europe","p028"
22.945,43.824,"Bulgaria","Europe","p028"
27.242,44.176,"Bulgaria","Europe","p028"
28.558,43.707,"Bulgaria","Europe","p028"
27.674,42.578,"Bulgaria","Europe","p028"
27.997,42.007,"Bulgaria","Europe","p028"
26.117,41.827,"Bulgaria","Europe","p028"
26.106,41.329,"Bulgaria","Europe","p028"
22.952,41.338,"Bulgaria","Europe","p028"
22.381,42.32,"Bulgaria","Europe","p028"
22.986,43.211,"Bulgaria","Europe","p028"
22.657,44.235,"Bulgaria","Europe","p028"
-5.404,10.371,"Burkina Faso","Africa","p029"
-4.28,13.228,"Burkina Faso","Africa","p029"
-1.066,14.974,"Burkina Faso","Africa","p029"
0.375,14.929,"Burkina Faso","Africa","p029"
1.024,12.852,"Burkina Faso","Africa","p029"
2.177,12.625,"Burkina Faso","Africa","p029"
1.936,11.641,"Burkina Faso","Africa","p029"
0.9,10.997,"Burkina Faso","Africa","p029"
-2.94,10.963,"Burkina Faso","Africa","p029"
-2.827,9.642,"Burkina Faso","Africa","p029"
-4.33,9.611,"Burkina Faso","Africa","p029"
-5.404,10.371,"Burkina Faso","Africa","p029"
30.47,-2.414,"Burundi","Africa","p030"
30.752,-3.359,"Burundi","Africa","p030"
29.34,-4.5,"Burundi","Africa","p030"
29.025,-2.839,"Burundi","Africa","p030"
30.47,-2.414,"Burundi","Africa","p030"
102.585,12.187,"Cambodia","Asia","p031"
102.348,13.394,"Cambodia","Asia","p031"
102.988,14.226,"Cambodia","Asia","p031"
106.044,13.881,"Cambodia","Asia","p031"
106.496,14.571,"Cambodia","Asia","p031"
107.615,13.536,"Cambodia","Asia","p031"
107.491,12.337,"Cambodia","Asia","p031"
105.811,11.568,"Cambodia","Asia","p031"
106.25,10.962,"Cambodia","Asia","p031"
103.497,10.633,"Cambodia","Asia","p031"
102.585,12.187,"Cambodia","Asia","p031"
14.496,12.859,"Cameroon","Africa","p032"
15.468,9.982,"Cameroon","Africa","p032"
14.171,10.021,"Cameroon","Africa","p032"
13.954,9.549,"Cameroon","Africa","p032"
15.436,7.693,"Cameroon","Africa","p032"
14.537,6.227,"Cameroon","Africa","p032"
14.478,4.733,"Cameroon","Africa","p032"
15.863,3.014,"Cameroon","Africa","p032"
15.941,1.728,"Cameroon","Africa","p032"
14.338,2.228,"Cameroon","Africa","p032"
9.649,2.284,"Cameroon","Africa","p032"
9.795,3.073,"Cameroon","Africa","p032"
8.489,4.496,"Cameroon","Africa","p032"
8.758,5.48,"Cameroon","Africa","p032"
10.118,7.039,"Cameroon","Africa","p032"
11.059,6.644,"Cameroon","Africa","p032"
11.746,6.981,"Cameroon","Africa","p032"
14.415,11.572,"Cameroon","Africa","p032"
14.496,12.859,"Cameroon","Africa","p032"
-122.84,49.0,"Canada","North America","p033"
-127.436,50.831,"Canada","North America","p033"
-127.85,52.33,"Canada","North America","p033"
-129.13,52.755,"Canada","North America","p033"
-129.305,53.562,"Canada","North America","p033"
-130.515,54.288,"Canada","North America","p033"
-130.008,55.916,"Canada","North America","p033"
-131.708,56.552,"Canada","North America","p033"
-135.476,59.788,"Canada","North America","p033"
-137.452,58.905,"Canada","North America","p033"
-139.039,60.0,"Canada","North America","p033"
-140.998,60.306,"Canada","North America","p033"
-140.986,69.712,"Canada","North America","p033"
-136.504,68.898,"Canada","North America","p033"
-129.795,70.194,"Canada","North America","p033"
-129.108,69.779,"Canada","North America","p033"
-128.138,70.484,"Canada","North America","p033"
-125.756,69.481,"Canada","North America","p033"
-124.425,70.158,"Canada","North America","p033"
-124.29,69.4,"Canada","North America","p033"
-121.472,69.798,"Canada","North America","p033"
-115.247,68.906,"Canada","North America","p033"
-113.898,68.399,"Canada","North America","p033"
-115.305,67.903,"Canada","North America","p033"
-109.946,67.981,"Canada","North America","p033"
-108.88,67.381,"Canada","North America","p033"
-107.792,67.887,"Canada","North America","p033"
-108.813,68.312,"Canada","North America","p033"
-108.167,68.654,"Canada","North America","p033"
-106.15,68.8,"Canada","North America","p033"
-101.454,67.647,"Canada","North America","p033"
-98.443,67.782,"Canada","North America","p033"
-98.559,68.404,"Canada","North America","p033"
-97.669,68.579,"Canada","North America","p033"
-96.12,68.239,"Canada","North America","p033"
-96.126,67.293,"Canada","North America","p033"
-95.489,68.091,"Canada","North America","p033"
-94.685,68.064,"Canada","North America","p033"
-94.233,69.069,"Canada","North America","p033"
-96.471,70.09,"Canada","North America","p033"
-96.391,71.195,"Canada","North America","p033"
-95.209,71.921,"Canada","North America","p033"
-92.878,71.319,"Canada","North America","p033"
-91.52,70.191,"Canada","North America","p033"
-92.407,69.7,"Canada","North America","p033"
-90.547,69.498,"Canada","North America","p033"
-90.552,68.475,"Canada","North America","p033"
-89.215,69.259,"Canada","North America","p033"
-88.02,68.615,"Canada","North America","p033"
-88.317,67.873,"Canada","North America","p033"
-87.35,67.199,"Canada","North America","p033"
-85.577,68.785,"Canada","North America","p033"
-85.522,69.882,"Canada","North America","p033"
-82.623,69.658,"Canada","North America","p033"
-81.28,69.162,"Canada","North America","p033"
-81.964,68.133,"Canada","North America","p033"
-81.259,67.597,"Canada","North America","p033"
-81.387,67.111,"Canada","North America","p033"
-83.345,66.412,"Canada","North America","p033"
-85.769,66.558,"Canada","North America","p033"
-87.323,64.776,"Canada","North America","p033"
-90.704,63.61,"Canada","North America","p033"
-90.77,62.96,"Canada","North America","p033"
-91.933,62.835,"Canada","North America","p033"
-94.242,60.899,"Canada","North America","p033"
-94.685,58.949,"Canada","North America","p033"
-93.215,58.782,"Canada","North America","p033"
-92.297,57.087,"Canada","North America","p033"
-90.898,57.285,"Canada","North America","p033"
-85.012,55.303,"Canada","North America","p033"
-82.273,55.148,"Canada","North America","p033"
-82.125,53.277,"Canada","North America","p033"
-79.913,51.208,"Canada","North America","p033"
-78.602,52.562,"Canada","North America","p033"
-79.83,54.668,"Canada","North America","p033"
-78.229,55.136,"Canada","North America","p033"
-76.541,56.534,"Canada","North America","p033"
-77.302,58.052,"Canada","North America","p033"
-78.517,58.805,"Canada","North America","p033"
-77.337,59.853,"Canada","North America","p033"
-78.107,62.32,"Canada","North America","p033"
-73.84,62.444,"Canada","North America","p033"
-71.374,61.137,"Canada","North America","p033"
-69.59,61.061,"Canada","North America","p033"
-69.288,58.957,"Canada","North America","p033"
-67.65,58.212,"Canada","North America","p033"
-66.202,58.767,"Canada","North America","p033"
-64.584,60.336,"Canada","North America","p033"
-61.397,56.967,"Canada","North America","p033"
-61.799,56.339,"Canada","North America","p033"
-57.333,54.627,"Canada","North America","p033"
-56.937,53.78,"Canada","North America","p033"
-55.756,53.27,"Canada","North America","p033"
-55.683,52.147,"Canada","North America","p033"
-60.033,50.243,"Canada","North America","p033"
-66.399,50.229,"Canada","North America","p033"
-71.105,46.822,"Canada","North America","p033"
-68.65,48.3,"Canada","North America","p033"
-65.056,49.233,"Canada","North America","p033"
-64.171,48.742,"Canada","North America","p033"
-65.115,48.071,"Canada","North America","p033"
-64.472,46.238,"Canada","North America","p033"
-61.521,45.884,"Canada","North America","p033"
-60.518,47.008,"Canada","North America","p033"
-59.803,45.92,"Canada","North America","p033"
